dialogue_id,fallacy,clip_path,ref_text,whisper_text,wer,ref_len,whisper_len
10_1984,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/10_1984/656.wav,"Everybody -- every economist, every businessman -- believes that. Every chairman of the Finance and Ways and Means Committee, Republican leaders in the Senate and the House are telling you that. That deficit is ruining the long-term hopes for this economy.","But when these huge deficits went in place in 1981, what's called the real interest rates, the spread between inflation and what a loan costs you doubled. And that's still the case today. And the result is interest costs that have never been seen before in terms of real charges and it's attributable to the deficit. Everybody, every economist, every businessman believes that. Your own council of economic advisors, Mr. Falstein in his report told you that. Every chairman of the finance and ways and means committee, Republican leaders in the Senate and the House are telling you that. That deficit is ruining the long-term hopes for this economy.",1.794871794871795,39,109
10_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/10_1984/686.wav,It was once called voodoo economics.,It was once called Voodoo Economi.,0.1666666666666666,6,6
10_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/10_1984/703.wav,And that is the continued discussion and claim that somehow I am the villain who is going to pull the Social Security checks out from those people who are dependent on them.,And that is the continued discussion and claim that somehow I am the villain who is going to pull the Social Security checks out from those people who are dependent on them.,0.0,32,32
10_1984,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/10_1984/814.wav,That's what the economists tell us.,That's what the economists tell us.,0.0,6,6
10_1984,Slogans,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/10_1984/842.wav,"President Kennedy once said in response to similar arguments, ""We are great, but we can be greater.''","President Kennedy once said in response to similar arguments, we are great, but we can be greater.",0.0,17,17
10_1984,AdHominem,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/10_1984/830.wav,"America is a fair society, and it is not right that Vice President Bush pays less in taxes than the janitor who helps him.","America is a fair society, and it is not right that Vice President Bush pays less in taxes than the janitor who helps him.",0.0,24,24
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/87.wav,"I never, ever conceived of such a thing. I never said any such thing.",I never ever conceived of such a thing.,0.4285714285714285,14,8
12_1984,FalseCause,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/32.wav,"But because the leadership of this government did not pursue wise policies, we have been humiliated, and our opponents are stronger.","where we spent a good deal of America's assets. But because the leadership of this government did not pursue wise policies, we have been humiliated, and our opponents are stronger.",0.4285714285714285,21,30
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/102.wav,I believe that many of the things they have done are evil in any concept of morality that we have.,"I have said on a number of occasions exactly what I believe about the Soviet Union. I retract nothing that I have said. I believe that many of the things they have done are evil in any concept of morality that we have. But I also recognize that as the two great superpowers in the world, we have to live with each other. And I told Mr. Grimico, we don't like their system, they don't like ours. We're not going to change their system, and they sure better not try to change ours. But between us, we can either destroy the world or we can save it.",4.35,20,107
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/116.wav,"The Soviet Union has been engaged in the biggest military buildup in the history of man at the same time that we tried the policy of unilateral disarmament, of weakness, if you will.","The Soviet Union has been engaged in the biggest military buildup in the history of man, at the same time that we tried the policy of unilateral disarmament, of weakness, if you will.",0.0,33,33
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/146.wav,"They are a tough and a ruthless adversary, and we must be prepared to meet that challenge, and I would.","They are a tough and a ruthless adversary, and we must be prepared to meet that challenge, and I would.",0.0,20,20
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/177.wav,And he has a record of weakness with regard to our national defense that is second to none.,And he has a record of weakness with regard to our national defense that is second to none.,0.0,18,18
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/186.wav,The plane wasn't flying the way it was supposed to be; it was a waste of money.,The plane wasn't flying the way it was supposed to be.,0.3529411764705882,17,11
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/207.wav,"We are a government by the people, and when we move, it should be for very severe and extreme reasons that serve our national interests and end up with a stronger country behind us. It is only in that way that we can persevere.",We are a government by the people.,0.8409090909090909,44,7
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/231.wav,"I will never send troops anywhere on a mission of that kind without telling them that if somebody shoots at them, they can darn well shoot back.","I will never send troops anywhere on a mission of that kind without telling them that if somebody shoots at them, they can darn well shoot back.",0.0,27,27
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/278.wav,"We are going to, as I say, we're busy trying to find the centers where these operations stem from, and retaliation will be taken.","are going to, as I say, we're busy trying to find the centers where these operations stem from and retaliation will be taken.",0.0416666666666666,24,23
12_1984,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/255.wav,"Groucho Marx said, ""Who do you believe? -- me, or your own eyes? ''","Groucho Marx said, who do you believe, me or your own eyes?",0.0,12,12
12_1984,FalseCause,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/201.wav,"In Lebanon, this President exercised American power, all right, but the management of it was such that our marines were killed, we had to leave in humiliation, the Soviet Union became stronger, terrorists became emboldened. And it was because they did not think through how power should be exercised, did not have the American public with them on a plan that worked, that we ended up the way we did.","In Lebanon, this president exercised American power all right, but the management of it was such that our Marines were killed. We had to leave in humiliation. The Soviet Union became stronger.",0.5428571428571428,70,32
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/360.wav,"I demanded an apology from Vice President Bush because I had, instead, honored these young men, grieved for their families, and think they were wonderful Americans that honored us all.","I demanded an apology from Vice President Bush because I had instead honored these young men, grieved for their families, and think they were wonderful Americans that honored us all.",0.0,30,30
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/377.wav,This is the kind of leadership that we've had in this administration on the most deadly issue of our times.,This is the kind of leadership that we've had in this administration and the most deadly issue of our time.,0.1,20,20
12_1984,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/318.wav,"I want to quote somebody a little closer to home, Harry Truman. He said, ""The buck stops here.''","I want to quote somebody a little closer at home, Harry Truman.",0.3888888888888889,18,12
12_1984,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/339.wav,"And a recent book that just came out by perhaps the Nation's most respected author in this field, Strobe Talbott, called ""Deadly Gambits,'' concludes that this President has failed to master the essential details needed to command and lead us, both in terms of security and terms of arms control.","And a recent book that just came out by perhaps the nation's most respected author in this field, Strobe Talbot called Deadly Gambit, concludes that this president has failed to master the essential details needed to command and lead us both in terms of security and in terms of arms control.",0.06,50,51
12_1984,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/372.wav,"There are two distinguished authors on arms control in this country -- there are many others, but two that I want to cite tonight. One is Strobe Talbott in his classic book, ""Deadly Gambits.'' The other is John Neuhaus, who's one of the most distinguished arms control specialists in our country. Both said that this administration turned down the ""walk in the woods'' agreement first, and that would have been a perfect agreement from the standpoint of the United States in Europe and our security.","There are two distinguished authors of arms control in this country. There are many others, but two that I want to cite tonight.",0.7380952380952381,84,23
12_1984,AdHominem,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/290.wav,"I am not going to exploit, for political purposes, my opponent's youth and inexperience.",I am not going to exploit for political purposes my opponent's youth and inexperience.,0.0,14,14
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/488.wav,"First of all, let me sharply disagree with the President on sharing the most advanced, the most dangerous, the most important technology in America with the Soviet Union.","First of all, let me sharply disagree with the president on sharing the most advanced, the most dangerous, the most important technology in America with the Soviet Union.",0.0,28,28
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/491.wav,"And the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer.","And the thought that we would share this with the Soviet Union is, in my opinion, a total non-starter.",0.0,19,19
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/506.wav,"The most dangerous aspect of this proposal is, for the first time, we would delegate to computers the decision as to whether to start a war. That's dead wrong.",The most dangerous aspect of this proposal is for the first time we would delegate to computers the decision as to whether to start a war.,0.1034482758620689,29,26
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/519.wav,Because this ever-rising arms race madness makes both nations less secure.,because this ever-rising arms race madness makes both nations less secure.,0.0,11,11
12_1984,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/529.wav,"I said, and the Joint Chiefs of Staff agreed with me, that it was time for us to turn our research ability to seeing if we could not find this kind of defensive weapon. And suddenly somebody says, ""Oh, it's got to be up there, and it's Star Wars,'' and so forth.","I said, and the Joint Chiefs of Staff agreed with me, that it was time for us to turn our research ability to seeing if we could not find this kind of a defensive weapon.",0.3653846153846153,52,35
12_1984,Slipperyslope,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/508.wav,"There wouldn't be time for a President to decide; it would be decided by these remote computers. It might be an oil fire, it might be a jet exhaust, the computer might decide it's a missile -- and off we go.",There wouldn't be time for a president to decide. It would be decided by these remote commuters.,0.6,40,17
12_1984,Slipperyslope,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/522.wav,"This administration, by going into the Star Wars system, is going to add a dangerous new escalation.",this administration by going into the Star Wars system is going to add a dangerous new escalation.,0.0,17,17
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/554.wav,Why I disagree with the MX is that it's a sitting duck.,Why I disagree with the MX is that it's a sitting duck.,0.0,12,12
12_1984,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/12_1984/583.wav,"But in order to stop this arms madness, we've got to push ahead with tough negotiations that are verifiable so that we know the Soviets are agreeing and living up to their agreement.","In other words, we've got to be tough, but in order to stop this arms madness, we've got to push ahead with tough negotiations that are verifiable so that we know the Soviets are agreeing and living up to their agreement.",0.2424242424242424,33,41
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/22.wav,Those of us who served in Vietnam looked at you as a national hero even before you were awarded the Congressional Medal of Honor.,Those of us who served in Vietnam looked at you as a national hero even before you were awarded the Congressional Medal of Honor.,0.0,24,24
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/32.wav,"When the recession came they were like a deer caught in the headlights -- paralyzed into inaction, blinded to the suffering and pain of bankruptcies and people who were unemployed.","When the recession came, they were like a deer caught in the headlights, paralyzed into inaction, blinded to the suffering and pain of bankruptcies and people who were unemployed.",0.0,29,29
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/46.wav,"In St. Louis, Missouri, in June of this year, Bill Clinton said this: ""America is the mockery of the world.""","In St. Louis, Missouri, in June of this year, Bill Clinton said this, America is the mockery of the world.",0.0,20,20
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/76.wav,I am here because I have in my brain and in my heart what it takes to lead America through tough times.,I am here because I have in my brain and in my heart what it takes to lead America through tough times.,0.0,22,22
18_1992,Slogans,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/34.wav,It is time for a change.,It is time for a change.,0.0,6,6
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/205.wav,The lifeblood of our economy is investment.,The lifeblood of our economy is investment.,0.0,7,7
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/207.wav,"What we do is work on that budget by an aggressive program, not a painful program, so that we can start borrowing less money and getting more investment money on the street through entrepreneurs who can build factories, who will hire people, and maybe we'll start manufacturing goods here in this country again.","What we do is work on that budget by an aggressive program, not a painful program, so that we can start borrowing less money and getting more investment money on the street through entrepreneurs who can build factories, who will hire people, and maybe we'll start manufacturing goods here in this country again.",0.0,53,53
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/207.wav,"What we do is work on that budget by an aggressive program, not a painful program, so that we can start borrowing less money and getting more investment money on the street through entrepreneurs who can build factories, who will hire people, and maybe we'll start manufacturing goods here in this country again.","What we do is work on that budget by an aggressive program, not a painful program, so that we can start borrowing less money and getting more investment money on the street through entrepreneurs who can build factories, who will hire people, and maybe we'll start manufacturing goods here in this country again.",0.0,53,53
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/211.wav,Bill Clinton's top priority is putting America back to work.,Bill Clinton's top priority is putting America back to work.,0.0,10,10
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/232.wav,"But let's talk -- you know, you keep talking about trickle-down economics and all this stuff, about the worst economy since Hoover.","But let's talk, you know, you keep talking about the trickle down economics and all this stuff about the worst economy since Hoover.",0.1428571428571428,21,23
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/233.wav,It is a bad economy. It's a tough economy.,It is a bad economy.,0.4444444444444444,9,5
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/246.wav,"Well, we've got to re -- we've got to clean out the barn, if I may quote my boss, and start getting this investment money on the street so we can get, and encourage entrepreneurs to build factories.","Well, we've got to clean out the barn, if I may quote my boss, and start getting this investment money on the street so we can get and encourage entrepreneurs to build factories.",0.1081081081081081,37,33
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/258.wav,That is absolutely outrageous.,That is absolutely outrageous.,0.0,4,4
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/263.wav,That's just totally ridiculous.,That's just totally ridiculous.,0.0,4,4
18_1992,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/231.wav,"Our people will be glad to furnish the press, if they're interested, in Senator Gore's voting record on the Caribbean Basin Initiative.",Our people will be glad to furnish the press if they're interested in Senator Gore's voting record on the Caribbean Basin Initiative.,0.0,22,22
18_1992,FalseCause,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/214.wav,"By contrast, in the nation as a whole, during the last 4 years, it is the first time since the presidency of Herbert Hoover, that we have gone for a 4-year period with fewer jobs at the end of that 4-year period than we had at the beginning.","By contrast, in the nation as a whole, during the last four years, it is the first time since the presidency of Herbert Hoover that we have gone for a four-year period with fewer jobs at the end of that four-year period than we had at the beginning.",0.0625,48,48
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/342.wav,"Now when I heard George Bush say at the convention in Houston, that when he heard the phrase ""we won the Cold War,"" it made him wonder who the ""we"" was.","Now when I heard George Bush say at the convention in Houston that when he heard the phrase, We won the Cold War, it made him wonder who the we was.",0.0,31,31
18_1992,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/341.wav,"-- the military portions of our plan, even though he was the chairman of the Joint Chiefs under George Bush, and John White has endorsed the economic aspects of our plan, even though I believe he was the architect of Ross Perot's economic plan.","And John White has endorsed the economic aspects of our plan, even though I believe he was the architect of Ross Perot's economic plan.",0.4418604651162791,43,24
18_1992,FalseCause,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/317.wav,We won the Cold War because we invested in national security. We won the Cold War because we invested in our military. We won the Cold War because America had the political will and made the right decisions.,We won the Cold War because we invested in national security.,0.7105263157894737,38,11
18_1992,FalseCause,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/327.wav,We won the Cold War because we invested and we went forward.,We won the Cold War because we invested and we went forward.,0.0,12,12
18_1992,Slogans,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/342.wav,"Now when I heard George Bush say at the convention in Houston, that when he heard the phrase ""we won the Cold War,"" it made him wonder who the ""we"" was.","Now when I heard George Bush say at the convention in Houston that when he heard the phrase, We won the Cold War, it made him wonder who the we was.",0.0,31,31
18_1992,AdHominem,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/371.wav,Bill Clinton has trouble telling the truth.,Bill Clinton has trouble telling the truth.,0.0,7,7
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/644.wav,This issue is an issue that divides Americans deeply.,This issue is an issue that divides Americans deeply.,0.0,9,9
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/653.wav,I was in Los Angeles recently and I talked to a woman who told me that she had an abortion when she was 17 years of age. And looking back on that she said it was a mistake.,I was in Los Angeles recently and I talked to a woman who told me that she had an abortion when she was 17 years of age.,0.2894736842105263,38,27
18_1992,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/637.wav,"And the way to reduce them is by reducing the number of unwanted pregnancies, not vetoing family planning legislation the way George Bush has consistently done.","In fact, we believe there are way too many abortions in this country, and the way to reduce them is by reducing the number of unwanted pregnancies, not vetoing family planning legislation the way George Bush has consistently done.",0.5,26,39
18_1992,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/731.wav,"You know, one of the reasons so many Republicans are supporting the Clinton- Gore ticket is because they've turned over the party to this right wing extremist group which takes positions on issues like abortion that don't even allow exceptions for rape and incest.",One of the reasons so many Republicans are supporting the Clinton-Gore ticket is because they've turned over the party to this right-wing extremist group which takes positions on issues like abortion that don't even allow exceptions for rape and incest.,0.1363636363636363,44,40
18_1992,AdHominem,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/688.wav,You wrote a letter saying that you oppose taxpayer funding of abortion. Bill Clinton has the same type of a record.,You wrote a letter saying that you oppose taxpayer funding of abortion.,0.4285714285714285,21,12
18_1992,AdHominem,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/703.wav,Bill Clinton -- Bill Clinton has trouble telling the truth. 3 words he fears most in the English language.,Clinton has trouble telling the truth.,0.6666666666666666,18,6
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/887.wav,He knows all of the little stinky numbers these guys do.,He knows all of the little stinky numbers these guys do.,0.0,11,11
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/892.wav,"This election is about the future of our country, not about personal attacks against one candidate or another.","This election is about the future of our country, not about personal attacks against one candidate or another.",0.0,18,18
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/897.wav,I think that he insulted the intelligence of the American people and I'm awful proud that the American people rejected that tactic so overwhelmingly that he decided he had made a mistake.,"I think that he insulted the intelligence of the American people, and I'm awful proud that the American people rejected that tactic so overwhelmingly that he decided he had made a mistake.",0.0,32,32
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/933.wav,"Three weeks from today, our nation will make a fateful decision.","Three weeks from today, our nation will make a fateful decision.",0.0,11,11
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/950.wav,"Give us a chance. With your help, we'll change this country and we can't wait to get started.",Give us a chance.,0.7777777777777778,18,4
18_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/18_1992/955.wav,I think of a woman in Chicago when I was talking to parents about education where she stood up and said I'm sick and tired of these schools in this city being nothing but a factory for failure.,"Think of a woman in Chicago when I was talking to parents about education where she stood up and said, I'm sick and tired of these schools and this city nothing but a, being nothing but a factory for failure.",0.131578947368421,38,40
